PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,DailyDate
btK5n,8/4n3/4P3/1pk1KP2/8/p7/8/1B6 b - - 0 42,b5b4 b1a2 b4b3 a2b3,2230,76,83,260,crushing endgame quietMove short,https://lichess.org/R2gFIQeZ/black#84,,
buNdA,r1b4r/ppk1b1pp/2n5/3R1pB1/4p3/5N2/PPP2PPP/2K2B1R w - - 0 13,g5e7 c6e7 d5c5 c7d6,2034,75,92,2389,advantage middlegame short,https://lichess.org/QGajxdu3#25,Nimzowitsch_Defense Nimzowitsch_Defense_Colorado_Countergambit,
buuHz,5r1k/pQ3Bp1/3b1q2/4p2p/8/3P3P/PPP2PP1/R5K1 w - - 1 23,f7h5 f6f2 g1h1 e5e4,1705,81,94,261,crushing endgame short,https://lichess.org/2WEwwF7P#45,,
bv8qK,6R1/5p2/5Pk1/3KP2p/8/8/8/4r3 b - - 7 63,g6h7 g8g7 h7h6 g7f7,964,105,96,1944,crushing endgame master rookEndgame short,https://lichess.org/c9gI2YEg/black#126,,
bvEYO,r7/p5k1/2p2Q1p/4n2q/2P1N2P/3r4/PP4P1/5R1K b - - 0 31,g7h7 f6e7 h7h8 f1f8 a8f8 e7f8,1639,76,89,1010,crushing long middlegame,https://lichess.org/Lsf11bQX/black#62,,
bvRox,5rk1/1pp3p1/1p1p3p/3Pp1n1/3n4/3P2PP/PP1N1r1K/R2Q1R2 w - - 0 21,f1f2 f8f2 h2g1 f2d2 d1d2 g5f3 g1g2 f3d2,2267,95,93,1085,advantage attraction fork middlegame veryLong,https://lichess.org/fpHPGYnb#41,,
bvVB5,5k2/3q2p1/2p1R2p/1b1pPP2/3P4/7P/6P1/1R4K1 b - - 0 43,b5d3 b1b8 f8f7 e6f6 g7f6 e5e6 d7e6 f5e6,2361,79,92,2331,advantage endgame fork sacrifice veryLong,https://lichess.org/rs0vXC1Y/black#86,,
bwNRj,4r2k/pb2qpp1/2n4p/2p5/3rBBQ1/6P1/PPP2P1P/1R2R1K1 w - - 2 21,e4c6 e7e1 b1e1 e8e1 g1g2 b7c6,1118,75,100,149,crushing kingsideAttack long middlegame,https://lichess.org/cDxDDI4t#41,,
bwYFU,2b5/pp5p/2p1k1p1/4Pp2/PP2P3/6P1/6BP/6K1 b - - 0 33,f5e4 g2h3 e6e5 h3c8,1374,75,85,862,advantage bishopEndgame endgame master short skewer,https://lichess.org/iReLMP1R/black#66,,
bx0Ls,8/2r5/pR1p4/P2Pk1p1/3pPpPp/3K1P1P/8/8 w - - 1 43,b6a6 c7c3 d3d2 c3f3 a6a8 e5e4,1934,81,93,820,crushing endgame long rookEndgame skewer,https://lichess.org/f0iYxJ4c#85,,
bx2vV,r4rk1/p1p1qpp1/8/2bp1Q2/4n3/3B3P/PPPN1PP1/R4RK1 b - - 0 18,e4d2 f5h7,655,99,84,607,mate mateIn1 middlegame oneMove,https://lichess.org/xYbvRxfc/black#36,Scotch_Game Scotch_Game_Classical_Variation,
bxBsO,r2q1bkr/pp5p/4pn2/1B1p1p1Q/3P4/8/PPP3RP/R1B3K1 b - - 5 17,f8g7 g2g7 g8g7 c1h6 g7g8 h5g5 g8f7 g5g7,2054,76,89,123,attraction kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/TtgZJhYI/black#34,Caro-Kann_Defense Caro-Kann_Defense_von_Hennig_Gambit,
bxK2K,2k5/5N2/2p5/1p6/p3P3/5K2/2P4P/8 w - - 0 37,f7e5 a4a3 e5c6 a3a2 c6b4 a2a1q,904,77,74,103,advancedPawn crushing endgame knightEndgame long promotion,https://lichess.org/QSAc346j#73,,
bxejS,7r/6k1/p2p3p/1p5P/4p1B1/3bB2K/PPR2b2/6R1 b - - 0 29,f2g1 c2c7 g7f6 e3g1,1894,75,95,2605,advantage endgame intermezzo short,https://lichess.org/ghXpGKZN/black#58,,
bxicH,r1bk1r2/3n2Q1/p2q2B1/1p2n3/6PP/2B5/PPP2P2/2KR4 b - - 1 27,d6e7 c3a5,2245,81,93,5771,mate mateIn1 middlegame oneMove,https://lichess.org/zluRBkA6/black#54,,
bxv09,4rrk1/bppb1ppp/p2p2n1/3P4/P1P5/1PN1qN1P/1BQ1BKP1/3RR3 w - - 0 19,f2g3 e3f4,1717,81,60,453,mate mateIn1 middlegame oneMove,https://lichess.org/4enKoiuY#37,,
byG5G,2r1r1k1/pp1q1pp1/4p2p/3p2bN/3P4/1P4Q1/P1P2PPP/2R1R1K1 b - - 1 21,g7g6 g3g5 h6g5 h5f6 g8g7 f6d7,1461,75,92,4554,crushing fork long middlegame pin sacrifice,https://lichess.org/dHK5tLHb/black#42,,
byGVH,6k1/pR3N1p/6r1/8/8/8/P4PPK/3r4 b - - 2 33,g6g7 f7h6 g8f8 b7b8 f8e7 h6f5 e7f6 f5g7,1494,76,96,6581,advantage endgame fork veryLong,https://lichess.org/10AmX2Hv/black#66,,
byJZH,r1bq3r/pp3k2/4pb1p/2pp1P1Q/2Bn4/3P4/PPP3PP/R1B2RK1 b - - 1 14,f7g7 h5g6 g7f8 f5e6,2060,77,94,1523,crushing master opening short,https://lichess.org/REhzO27J/black#28,Sicilian_Defense Sicilian_Defense_Closed,
bzhm4,8/1R2bk2/3Rq3/p1p1p3/P3Ppp1/3Q1Pp1/4K1P1/6r1 b - - 0 47,g1g2 e2f1 g2f2 f1g1,1436,75,100,854,advantage defensiveMove endgame master pin short,https://lichess.org/KPXVrGnZ/black#94,,
c0A0z,8/4kp2/6p1/3KP1P1/5P2/p7/P7/8 w - - 1 42,d5c6 e7e6 c6b5 e6f5 b5b4 f5f4 b4a3 f4g5 e5e6 f7e6,2078,75,88,253,crushing endgame pawnEndgame veryLong,https://lichess.org/KK3llmM8#83,,
c0Xq8,2r5/4k3/2pR1b1p/2Pb1Pp1/Pp4K1/4B3/1P3P1P/8 b - - 7 33,c8h8 d6f6 e7f6 e3d4 f6f7 d4h8,1811,73,95,16684,attraction crushing endgame exposedKing long sacrifice skewer,https://lichess.org/HRPal6hC/black#66,,
c0jre,5rk1/p2b1pbp/2q3p1/2p5/8/1BP5/PP3PPP/1R1Q1RK1 w - - 0 20,b3a4 c6a4 d1a4 d7a4,1073,82,95,552,advantage middlegame short,https://lichess.org/u7TEuHBe#39,,
c1QJU,6r1/p2p4/6k1/5p2/1B1p2p1/P2Q1N1P/5PPK/2q5 w - - 0 34,h3g4 g8h8 h2g3 c1c7 f3e5 c7e5,1507,76,92,5030,crushing endgame long,https://lichess.org/alpvj2Qt#67,,
c1hhI,3qr1k1/1b1p1ppp/3P4/p1B2Q2/1p6/5P2/P1P1n1PP/R3R1K1 w - - 2 22,g1f2 d8h4 f2f1 b7a6,2297,76,83,175,crushing defensiveMove middlegame short,https://lichess.org/YKQu8kU8#43,,
c1iMG,2r1r3/pp4k1/3qbRp1/3pn1P1/3N4/P1N4P/1PQ3P1/1K6 b - - 3 27,c8c7 c3b5 c7c2 b5d6,2294,79,71,116,advantage fork middlegame short,https://lichess.org/HJfgIvv1/black#54,,
c1ugO,8/5k2/1p4p1/p5K1/P5P1/1P6/8/8 w - - 1 59,g5h6 f7f6 g4g5 f6f5 h6g7 f5g5,1055,78,95,951,crushing defensiveMove endgame long pawnEndgame zugzwang,https://lichess.org/j0hdHVR0#117,,
c2mqu,r1br2k1/pp3ppp/n2B1n2/q1P5/8/P1pBP3/4NPPP/R2Q1RK1 b - - 8 14,a6c5 d6c5 a5c5 d3h7 g8h7 d1d8,1515,77,92,1189,advantage discoveredAttack long master opening,https://lichess.org/sjcgTZgI/black#28,Queens_Gambit_Declined Queens_Gambit_Declined_Queens_Knight_Variation,
c3nKj,2b5/p4k1p/1p3p2/2pB1P2/7r/1PKP4/P5R1/8 b - - 1 36,f7f8 g2g8 f8e7 g8c8,696,95,81,394,advantage endgame short skewer,https://lichess.org/Dpi6O3gj/black#72,,
c4BrJ,1r1r2k1/pR3p2/6pp/5b2/5P2/P1P3P1/2P3BP/1K2R3 b - - 2 26,b8b7 g2b7 d8b8 e1e7 g8f8 e7c7 f5e4 c7c8 b8c8 b7c8,1570,75,94,12870,advantage endgame veryLong,https://lichess.org/L8LmoPjK/black#52,,
c53Fe,8/5k2/5bp1/2P4n/1P1K4/Q4P2/P5B1/4q3 w - - 7 46,d4d5 e1e6,1845,80,92,959,endgame mate mateIn1 oneMove,https://lichess.org/0BDzTXHA#91,,
c5i7F,r2b1rk1/ppq2ppp/1np2n2/3p1N2/2PP4/BPN4P/P3QPP1/R3R1K1 b - - 3 16,f8e8 e2e8 f6e8 e1e8,833,81,100,404,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/1pIhXtHt/black#32,Queens_Pawn_Game Queens_Pawn_Game_Anglo-Slav_Opening,
c5pcw,3B4/8/4k3/Pb4p1/4ppp1/2Pp2P1/3K1P1P/8 w - - 0 49,d8g5 e4e3 f2e3 f4f3,1740,77,95,10085,bishopEndgame crushing endgame short,https://lichess.org/FcYxLO5c#97,,
c6OyK,r4r1k/p4N2/1p2nN2/2p2p2/4b2P/P1P3R1/1P3P2/2K3R1 b - - 0 26,f8f7 g3g8 a8g8 g1g8,913,78,73,145,arabianMate mate mateIn2 middlegame short,https://lichess.org/caDXsKS6/black#52,,
c6YLv,5r2/p3q2k/2p4p/1pNn1p2/1PpPP1r1/P4Q2/5PP1/1R2R1K1 b - - 0 33,g4f4 e4d5 e7e1 b1e1,1235,76,81,393,advantage middlegame short,https://lichess.org/B279P8Pj/black#66,,
c72Ik,1r6/p3Q3/8/2k2B2/2P2p1P/8/P4qPK/3r4 b - - 4 46,c5d4 e7a7 d4e5 a7f2,1942,78,92,2522,crushing endgame fork master short skewer,https://lichess.org/6Xzw5Zkn/black#92,,
c7CAM,R7/6pk/3b3p/8/3Pp3/3n1qPP/Q4P2/3R2K1 w - - 1 31,a8a7 f3d1 g1h2 d3e1,2379,88,93,1564,crushing defensiveMove endgame hangingPiece short,https://lichess.org/x6sZBzN2#61,,
c7ECy,1r6/5p1p/2k2p2/3bp3/3p4/1p3P2/1R4PP/1R3K2 b - - 0 39,c6b5 b2b3 d5b3 b1b3 b5c4 b3b8,650,82,100,447,crushing endgame long skewer,https://lichess.org/AesQJbQV/black#78,,
c7f7T,r2qr1k1/1p2bppp/p1b2n2/3pN1B1/3Q1P2/2N5/PPP3PP/R3R1K1 b - - 0 14,b7b6 e5c6 e7c5 d4c5 b6c5 c6d8,2064,79,88,757,crushing hangingPiece long middlegame,https://lichess.org/rGNppmHO/black#28,Sicilian_Defense Sicilian_Defense_Old_Sicilian,
c8Dwa,2R5/5r2/kr6/1p6/3B4/3KP3/8/8 b - - 4 59,b6d6 c8a8 a6b7 a8a7 b7b8 a7f7,789,90,95,403,crushing endgame long master masterVsMaster skewer,https://lichess.org/Ivrt6irg/black#118,,
c8L4V,r1b1kb1r/pp2qppp/2Pp4/nB2p3/8/5Q2/PPPP1PPP/R1B1K1NR b KQkq - 0 9,b7c6 b5c6 a5c6 f3c6 e7d7 c6a8,1088,78,85,455,crushing fork long opening,https://lichess.org/TUPbBgf1/black#18,Bishops_Opening Bishops_Opening_Other_variations,
c9EqN,q7/8/5k2/6R1/5B1K/6PP/8/8 w - - 3 49,g5g4 a8h8 f4h6 h8h6,681,101,100,164,endgame mate mateIn2 short,https://lichess.org/wCr0Ogo6#97,,
cAHWI,5rk1/1pq3p1/p3pr1p/3pR3/n2P1PQ1/2P3R1/4N1PP/6K1 b - - 1 31,c7c8 g4g7,1347,133,86,176,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/9ZeLZtv9/black#62,,
cAW1L,rn4k1/pp2Q1pp/2p5/b7/8/2P1PPK1/PP2q2P/R6R b - - 5 21,e2b5 e7e8,788,77,100,245,mate mateIn1 middlegame oneMove,https://lichess.org/rvSa0YD8/black#42,,
cB8Im,r6r/1ppqbk2/p2p4/3P1P2/6pp/4Q3/PPP2R1P/5RK1 b - - 0 22,e7f6 e3e6 d7e6 f5e6 f7e8 f2f6,1456,76,91,779,advantage exposedKing long middlegame pin,https://lichess.org/emHYrmyH/black#44,,
cBw9m,4r1k1/p1p3pp/2pb4/6P1/2P3q1/1P1B2Q1/PB5K/3R3R w - - 1 32,d3h7 g8h8 b2e5 d6e5 g3e5 e8e5,2138,82,91,884,crushing defensiveMove long middlegame pin,https://lichess.org/6GCGISmf#63,,
cGRth,r2qk2r/ppp2ppp/6n1/3Pp3/4P1b1/Q1P2N2/P4PPP/R3KB1R b KQkq - 0 11,g4f3 f1b5 c7c6 d5c6,1388,75,100,1054,advantage middlegame short,https://lichess.org/0CsvMDgl/black#22,Queens_Gambit_Declined Queens_Gambit_Declined_Chigorin_Defense,
cGmF1,8/p2r1pk1/3Np1p1/4P2p/Pp5P/1Pn3R1/5PP1/6K1 b - - 0 34,d7c7 d6e8 g7f8 e8c7,983,82,90,219,crushing endgame fork short,https://lichess.org/mTFFmRuu/black#68,,
cHAcI,rnbq1r2/pp2p1kR/6B1/3pP3/3p4/2P5/P1P2PP1/R2QK1N1 b Q - 0 13,g7g6 d1h5,924,79,100,186,master mate mateIn1 middlegame oneMove,https://lichess.org/4N38JmAS/black#26,Modern_Defense Modern_Defense_Norwegian_Defense,
cHME9,6k1/4R2p/pq1p1p1Q/3P2pP/8/1P4P1/P1r1K1B1/8 w - - 3 31,e2f3 b6f2 f3g4 f6f5 g4g5 f2d2 g5f5 d2h6,2341,78,98,270,crushing deflection endgame fork skewer veryLong,https://lichess.org/KtzFlPRM#61,,
cHPq8,r6k/p5p1/6Qp/8/2Bp3q/3P1bb1/PPP2P2/R4RK1 w - - 0 25,f2g3 h4h1 g1f2 h1g2 f2e1 g2e2,973,78,90,198,exposedKing long mate mateIn3 middlegame,https://lichess.org/Lsm6gRJd#49,,
cHydW,2r2r1k/pR4p1/2Q4p/8/3q4/8/5PPP/5RK1 w - - 1 25,c6d7 d4f2 f1f2 c8c1 d7d1 c1d1 f2f1 d1f1,1330,75,97,14815,endgame mate mateIn4 sacrifice veryLong,https://lichess.org/bGcZAm2T#49,,
cIoVF,r1bq2k1/pppp1rp1/2n2n1p/b3p3/2B1P3/2PP2Q1/PP3PPP/RNB1K2R b KQ - 1 9,f6h5 g3g6 d8f6 g6h5 d7d5 c4d5,2189,77,91,634,advantage long middlegame pin,https://lichess.org/pxBG062s/black#18,Italian_Game Italian_Game_Two_Knights_Defense,
cJ6gH,8/8/7p/2bk2p1/3p2P1/5P2/5B1P/5K2 w - - 2 37,f1e2 d4d3 e2d3 c5f2,700,102,87,582,bishopEndgame crushing deflection discoveredAttack endgame short,https://lichess.org/r7ZjPZaY#73,,
cJP8D,1r1q4/p3kp2/4p2p/8/4n1P1/Q4N1P/P3K2R/8 b - - 2 27,e7e8 a3a4 e8e7 a4e4,1063,78,88,312,advantage endgame fork short,https://lichess.org/fhFQfHd2/black#54,,
cJvHg,3kr3/1R1n3p/2pp2q1/p7/8/7P/P1P2QP1/6K1 b - - 0 26,g6f6 b7d7 d8d7 f2f6,1343,78,96,33796,crushing endgame short,https://lichess.org/lxejWBUQ/black#52,,
cKkRH,r5k1/p1q1b1pp/2p5/2p1Nr2/3Pp3/1QP5/PP4PP/R1B3K1 b - - 1 18,g8f8 b3e6 f5e5 d4e5,2011,75,87,619,advantage master masterVsMaster middlegame short,https://lichess.org/KhdwzOpN/black#36,Sicilian_Defense Sicilian_Defense_Nyezhmetdinov-Rossolimo_Attack,
cLKMx,2r1k2r/1p2q1p1/1np1N1Pp/pN1p1Q2/1b1P3P/4PP2/PPP5/2KR3R w k - 0 18,f5f7 e7f7 g6f7 e8f7,985,89,67,103,advantage middlegame short,https://lichess.org/NztFN2RZ#35,Rapport-Jobava_System Rapport-Jobava_System_Other_variations,
cLS8X,r2qkbnr/pp2pp1p/6p1/2P1n3/3pN1b1/5N2/PPP2PPP/R1BQKB1R w KQkq - 0 8,d1d4 e5f3 g2f3 d8d4,1576,75,95,14217,crushing intermezzo master opening short,https://lichess.org/sTjJS8qO#15,Modern_Defense Modern_Defense_Other_variations,
cMXl7,r4k2/5pp1/5n1p/p7/3N4/5P2/P2R2PP/6K1 b - - 0 35,a8d8 d4e6 f7e6 d2d8,647,96,86,437,crushing discoveredAttack endgame short,https://lichess.org/o3O7dA0t/black#70,,
cMYHa,8/6kr/6p1/5p2/5PP1/2R2K2/8/8 w - - 1 79,g4g5 h7h3 f3e2 h3c3,651,80,100,553,crushing endgame rookEndgame short skewer,https://lichess.org/y0jGHx3q#157,,
cMbac,8/pp3k2/6r1/3P1p1p/3PrQ1P/PP6/5K2/8 w - - 3 37,f4f5 g6f6 f5f6 f7f6,789,81,98,861,crushing defensiveMove endgame master pin queenRookEndgame short,https://lichess.org/pjyIlrJF#73,,
cMclo,8/8/1K6/pB2n3/P3k3/4p3/8/8 w - - 9 51,b6a5 e5d3 b5c6 e4f4,1968,74,71,138,crushing defensiveMove endgame master quietMove short,https://lichess.org/UdbAoX1a#101,,
cMh5h,5rk1/5ppp/p1p1p3/3p4/3n4/7P/PqP2QK1/1R3R2 b - - 1 23,b2c3 f2f7 f8f7 b1b8 f7f8 f1f8,1433,75,96,7213,endgame long mate mateIn3 sacrifice,https://lichess.org/UuWEsmtJ/black#46,,
cMyCw,rnbqk2r/pp2bppp/3p1n2/2pp2B1/2B1P3/2N5/PPP2PPP/R2QK1NR w KQkq - 0 7,c4d5 f6d5 c3d5 e7g5,1352,78,93,9970,crushing discoveredAttack opening short,https://lichess.org/A4kVeJkT#13,Pirc_Defense Pirc_Defense_Other_variations,
cNMnc,3R4/p2Q4/1p4pk/4b2p/5q1P/6N1/PP4PK/8 w - - 3 41,d8e8 f4g3 h2g1 g3e1,1658,75,96,20572,endgame mate mateIn2 short,https://lichess.org/AatqnnHJ#81,,
cNglT,3rr1k1/pp2b1pp/1qpB1p2/3pN3/3PnP2/1P1Q2PP/P3P1BK/4RR2 b - - 0 21,e7d6 g2e4 f6e5 e4h7,1562,78,92,157,crushing kingsideAttack master masterVsMaster middlegame short,https://lichess.org/kb7Sc6ro/black#42,,
cP4Pd,rnb1kb1r/pp2pppp/8/np1NP3/2Q2P2/4B3/PP4PP/2KR2NR b kq - 0 13,a5c4 d5c7,846,81,89,102,cornerMate mate mateIn1 oneMove opening,https://lichess.org/gZcYubLp/black#26,Alekhine_Defense Alekhine_Defense_Two_Pawns_Attack,
cP4rH,r6k/pp4p1/2pp3p/2b5/5P2/1B2P2q/PPP1QPrP/R3RK2 w - - 13 24,b3e6 g2g4,2165,92,90,423,discoveredAttack mate mateIn1 middlegame oneMove,https://lichess.org/9GMofwvQ#47,,
cPJzw,r1bq1rk1/pp2n1bp/2n1ppp1/3pP3/3P4/2BB1N2/PP1N1PPP/R2QK2R w KQ - 0 11,e1g1 f6e5 d4e5 d5d4 f3d4 c6d4,1718,74,85,170,advantage long opening,https://lichess.org/eRcUwA07#21,Sicilian_Defense Sicilian_Defense_Old_Sicilian,
cPM5K,8/8/p2K4/1pQ5/1P6/Pk6/8/7q w - - 2 56,c5b6 h1h6 d6c7 h6b6 c7b6 b3a3,1317,80,90,1460,crushing endgame long queenEndgame,https://lichess.org/6xvw4LjX#111,,
cPRzV,R7/8/5k2/8/5r2/p7/5p2/5K2 b - - 1 47,f4f3 a8f8 f6e5 f8f3,784,79,100,582,crushing endgame master rookEndgame short skewer,https://lichess.org/oAaVJVL0/black#94,,
cPhOG,r1bqk2r/pp1p1ppp/2n5/2bNp1B1/4n3/8/PPP1PPPP/R2QKBNR w KQkq - 2 7,g5d8 c5f2,1424,80,91,2002,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/bZoH6TAm#13,,
cQ5np,7k/pr4p1/b3p2p/3pPr1q/2pB4/2P3QP/P5P1/1R1R2K1 w - - 4 32,b1b7 h5d1 g1h2 a6b7,1290,76,100,712,crushing hangingPiece intermezzo middlegame short,https://lichess.org/J4gC8dwb#63,,
cQ90h,2Q5/p3rkp1/5n2/5PK1/8/7P/8/8 w - - 11 49,h3h4 e7e4 c8b7 f7g8 b7e4 f6e4,1989,75,100,354,crushing defensiveMove endgame long master,https://lichess.org/Hm1qVKVI#97,,
cQdFg,4r2k/3R3p/2r3p1/p1P2p2/1P2pQP1/P6q/8/3R2K1 w - - 0 44,g4f5 g6f5 f4g5 c6g6,2047,74,92,870,crushing endgame pin short,https://lichess.org/pgFGoQmq#87,,
cStLI,8/ppp5/2q2p2/4p3/5nQ1/4k2P/P5P1/4R2K b - - 4 36,e3f2 g4h4,1696,78,94,2604,endgame master mate mateIn1 oneMove,https://lichess.org/Q5qjg0IF/black#72,,
cTDNu,8/2P5/3R3p/pp3rp1/8/2k5/P7/2K5 b - - 0 47,f5c5 d6d2 c5c7 d2c2 c3d3 c2c7,1816,74,81,100,advantage endgame long quietMove rookEndgame skewer,https://lichess.org/qlIF1mNS/black#94,,
cTMSD,8/P4R2/7R/4k1p1/4p3/4P1K1/rr4PP/8 w - - 5 38,a7a8q b2g2 g3h3 g2h2 h3g4 a2g2,1523,77,94,1569,endgame exposedKing long mate mateIn3 queenRookEndgame,https://lichess.org/RxzXzTRc#75,,
cTwkG,3r3k/5p1p/8/p3P1R1/1bb5/6P1/6BP/4R1K1 w - - 1 35,e1c1 b4c5 g1h1 c5e3 c1c4 d8d1 g2f1 d1f1,2286,81,85,126,crushing endgame fork sacrifice veryLong,https://lichess.org/TI92QLEm#69,,
cUuJH,8/8/8/1k1Nn3/4pKp1/1P6/2P5/8 b - - 4 46,g4g3 f4e5 g3g2 d5c3 b5b4 c3e2,2157,84,91,1186,crushing defensiveMove endgame hangingPiece knightEndgame long,https://lichess.org/b3whBUiD/black#92,,
cWuLv,8/8/1b2p3/p1k3p1/3NK1P1/8/PP6/8 b - - 0 47,c5c4 d4e6 a5a4 e6g5,1710,76,96,8840,crushing endgame master short,https://lichess.org/AbUkbqDW/black#94,,
cX1TA,7r/2p1k3/1p1pP1pp/r2P4/5P2/1Q2P1n1/P7/1R3RK1 w - - 1 26,b3c3 g3e2 g1h2 e2c3,826,77,75,113,advantage endgame fork short,https://lichess.org/IIsu0Pz1#51,,
cX5iP,6kQ/pp5p/6pb/2P4n/7K/5q2/1B5P/4R3 b - - 1 37,g8f7 h8e8,1519,84,81,511,endgame mate mateIn1 oneMove,https://lichess.org/aER888Hc/black#74,,
cXQQ4,5q2/1R3rkp/8/3Q1p2/P3p3/8/5PP1/6K1 w - - 6 38,d5f5 f7b7 f5g5 g7h8,1136,76,96,5121,advantage endgame hangingPiece short,https://lichess.org/gKbNLKgd#75,,
cXbOD,7k/p1p3rB/1p6/8/7Q/P4b1R/1q3r1P/4R2K w - - 0 40,h3f3 f2f1 e1f1 b2g2,2037,75,82,292,clearance collinearMove mate mateIn2 middlegame sacrifice short,https://lichess.org/DClWtkYM#79,,
cXwpQ,2kr4/1bp1qpb1/p3p1p1/1p1nP2r/n3BP2/P1P2NB1/1PKNQ2P/3R3R b - - 0 21,a4c3 b2c3 e7a3 e4d5 b7d5 d1a1,2266,75,95,871,advantage long middlegame,https://lichess.org/9MIU5Odh/black#42,,
cYlJq,8/R1Rk4/4p3/1p6/3Pn1rp/4Br2/6P1/6K1 b - - 0 44,d7d6 c7d7 d6c6 d4d5 e6d5 a7c7,2065,79,95,5231,blindSwineMate endgame long mate mateIn3 pillsburysMate,https://lichess.org/eKiO9T2S/black#88,,
cZRUL,2r2r1k/5Pp1/p2p1bRp/3B1P1Q/K3p2P/2q5/P4P2/3R4 b - - 4 25,a6a5 g6h6 g7h6 h5h6,1476,74,86,385,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/SQvsF9HL/black#50,,
cZbmj,r2r4/np3Qpk/p2P2Np/1b2N3/1P6/6Pq/5P1P/4RRK1 b - - 10 35,b5f1 g6f4 d8d6 f4h3,2098,86,91,1573,advantage middlegame short,https://lichess.org/mB05gUAc/black#70,,
cZhyl,2k1r3/p7/1p4p1/1P3p2/2PQ4/3P4/P4K1P/4r3 w - - 1 42,d4f4 e8e2 f2f3 e1f1 f3e2 f1f4,1342,75,97,4140,crushing endgame exposedKing long queenRookEndgame skewer,https://lichess.org/qYVbdt0F#83,,
caN3e,R7/8/p2k4/1p3K2/1P1P3r/8/8/8 b - - 13 51,h4d4 a8d8 d6c7 d8d4,804,94,85,341,crushing endgame master rookEndgame short skewer,https://lichess.org/JN1MOVOm/black#102,,
cabVZ,1k6/p2Q4/bqp1r3/8/4P3/2N2P2/PPP3P1/3RK3 w - - 1 30,d7e6 b6e3 c3e2 e3e2,1721,77,97,8061,endgame mate mateIn2 short,https://lichess.org/Bu3h1kQv#59,,
ccAbG,r7/kbQ4p/p1Rp4/1p2p3/1P1q4/7P/1P4PK/8 b - - 0 38,a8f8 c6a6 a7a6 c7a5,1726,75,89,2677,attraction endgame mate mateIn2 pin sacrifice short,https://lichess.org/aF3TYdxB/black#76,,
ccyPd,rn2kb1r/pq2pppp/2p1bn2/1pP5/1Q1P4/2N2P2/PP1B2PP/R3KBNR w KQkq - 0 12,a2a4 a7a5 b4b5 c6b5,1759,76,93,1238,advantage opening short,https://lichess.org/nuNY5ybY#23,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation,
cfEHT,8/2pk2pp/1p1p1p2/1P1Pn3/2P5/r1B1R2P/5PP1/6K1 w - - 5 27,c3e5 a3e3 f2e3 d6e5,1690,76,93,7239,crushing endgame intermezzo master short,https://lichess.org/hVzFpUkt#53,,
cgzVX,6k1/3npp1p/3p2p1/2pP4/2b1PP2/R3N1PP/Pr4B1/6K1 b - - 3 25,b2a2 e3c4 a2a3 c4a3,1211,78,88,490,advantage endgame hangingPiece master short,https://lichess.org/6G6cFODX/black#50,,
chm6d,8/2n5/1pPk4/pP6/P1PK4/6pB/8/8 w - - 1 45,c4c5 b6c5 d4e4 c7d5,2312,96,90,686,crushing defensiveMove endgame master short,https://lichess.org/4qGJN0fF#89,,
chnc8,rnbq1bnr/pppp2k1/7p/4N1pQ/4Pp2/8/PPPP2PP/RNB1K2R b KQ - 3 7,h8h7 h5f7 g7h8 e5g6,1964,76,83,106,mate mateIn2 opening short,https://lichess.org/ZVDgrrET/black#14,Kings_Gambit_Accepted Kings_Gambit_Accepted_Becker_Defense,
ci77C,r5k1/1R3r1p/2Q3P1/5q2/8/8/p4PP1/5RK1 b - - 0 30,f7b7 c6b7 a2a1q b7h7 g8f8 g6g7 a1g7 h7f5,1979,75,87,145,advancedPawn advantage discoveredAttack endgame veryLong,https://lichess.org/4NrXzP5q/black#60,,
cihy4,8/8/p5p1/5p1p/1P3P1P/k1K3P1/8/8 b - - 0 44,a3a4 c3c4 a4a3 b4b5 a6b5 c4b5,1866,80,92,2150,crushing endgame long pawnEndgame zugzwang,https://lichess.org/jg8M8n4Y/black#88,,
ck9uu,r3kb1r/1pp1pppp/5n2/1N6/8/3P3P/PP1B1PP1/R3K2R b KQkq - 0 14,c7c6 b5c7 e8d7 c7a8,796,79,86,234,advantage fork middlegame short,https://lichess.org/ROZaWpur/black#28,Scandinavian_Defense Scandinavian_Defense_Main_Line,
ckny0,8/7k/6p1/P1Q2pKP/8/5P1P/3q4/8 w - - 2 59,f3f4 d2d8 c5e7 d8e7,1839,75,84,202,endgame mate mateIn2 queenEndgame short,https://lichess.org/xxBKo4nZ#117,,
cko4G,r4rk1/p3n1q1/1p2p1PQ/2p5/3n4/P1NP3R/1PP3PP/R5K1 b - - 0 21,g7g6 h3g3 g6g3 h2g3,1798,76,93,2355,advantage middlegame pin short,https://lichess.org/o7bxqC98/black#42,,
